id,year,sys,fis,per,ad,co,ba,no,pv,in,ve,cc,cp,cm,value,cluster
2974,2022,6,1,26,0,0,0,0,0,4520,24500,2850,2850,10860,45580,4
2975,2022,8,1,17,0,7900,7900,8120,0,4520,7920,4520,4520,6450,51850,0
2976,2022,8,1,17,0,7900,7900,8120,0,4520,7920,4520,4520,6450,51850,0
2977,2022,8,1,17,0,7900,7900,8120,0,4520,7920,4520,4520,6450,51850,0
2978,2022,8,1,17,0,7900,7900,8120,0,4520,6450,4520,4520,7920,51850,0
2979,2022,8,1,17,0,7900,7900,8120,0,4520,7920,4520,4520,6450,51850,0
2980,2022,8,1,17,0,7900,7900,8120,0,4520,7920,4520,4520,6450,51850,0
2981,2022,8,1,17,0,7900,7900,8120,0,4520,7920,4520,4520,6450,51850,0
2982,2022,9,1,15,0,7900,6130,6340,7900,4520,6450,4520,4520,3550,51830,0
2983,2022,8,1,16,0,7900,7900,8120,7900,4520,6450,4520,4520,0,51830,0
2984,2022,9,3,16,0,0,0,0,28760,10220,3550,0,2850,6450,51830,4
2985,2022,10,2,14,0,0,6130,6340,20860,5700,3550,2850,2850,3550,51830,0
2986,2021,8,1,16,0,7900,7900,8120,7900,4520,0,4520,4520,6450,51830,0
2987,2022,8,1,16,4500,7900,7900,8120,7900,4520,0,0,4520,6450,51810,0
2988,2022,7,1,17,0,7900,7900,8120,7900,4520,6450,9000,0,0,51790,0
2989,2020,10,4,15,0,0,0,0,33280,11400,0,0,0,7100,51780,1
2990,2022,8,2,17,0,0,0,0,27040,9040,0,5700,0,10000,51780,1
2991,2022,8,3,16,0,0,0,6340,24240,9040,0,2850,2850,6450,51770,4
2992,2022,4,1,19,0,26900,0,13870,0,0,6450,4520,0,0,51740,3
2993,2022,4,1,19,0,26900,0,13870,0,0,6450,4520,0,0,51740,3
2994,2022,4,1,24,0,26900,0,13870,0,0,6450,4520,0,0,51740,3
2995,2022,7,2,18,0,0,0,8120,20860,7370,10860,4520,0,0,51730,1
2996,2022,6,1,21,0,0,0,0,16340,9000,6450,4520,4520,10860,51690,4
2997,2022,6,1,21,0,0,0,0,16340,9000,10860,4520,4520,6450,51690,4
2998,2022,4,1,17,0,0,0,0,32800,4520,6450,0,0,7920,51690,4
2999,2022,11,2,18,0,7900,0,0,0,5700,7100,9040,9040,12900,51680,4
3000,2021,7,2,17,0,0,0,0,32680,9040,7100,2850,0,0,51670,1
3001,2020,4,1,16,0,7900,0,0,32800,4520,0,0,0,6450,51670,1
3002,2022,8,2,19,0,0,0,0,7900,4520,17310,4520,4520,12900,51670,4
3003,2022,6,1,21,0,0,0,0,16340,4520,10860,4520,4520,10860,51620,4
3004,2022,7,1,17,0,7900,7900,13870,0,0,6450,4520,4520,6450,51610,0
3005,2022,14,7,14,0,0,0,0,31640,19950,0,0,0,0,51590,1
3006,2022,14,7,14,0,0,0,0,31640,19950,0,0,0,0,51590,1
3007,2022,6,1,18,0,0,0,6340,7900,4520,10860,5970,0,0,35590,3
3008,2020,7,1,19,0,6130,0,0,16340,9000,10860,2850,2850,3550,51580,4
3009,2022,11,2,19,6300,0,0,0,9040,8820,11470,8820,0,7100,51550,4
3010,2022,8,1,18,0,9750,7900,0,4520,5970,6450,4520,4520,7920,51550,0
3011,2022,8,2,17,0,7900,7900,6340,0,4520,7920,5970,4520,6450,51520,0
3012,2022,6,1,17,0,13440,7900,0,16340,4520,0,0,2850,6450,51500,0
3013,2022,8,2,17,0,7900,7900,8120,0,0,17310,7370,2850,0,51450,0
3014,2022,7,1,17,0,13440,7900,8120,0,0,6450,4520,4520,6450,51400,0
3015,2022,7,1,17,0,7900,13440,8120,0,0,6450,4520,4520,6450,51400,0
3016,2022,7,1,17,0,13440,7900,8120,0,0,6450,4520,4520,6450,51400,0
3017,2022,7,1,17,0,13440,7900,8120,0,0,6450,4520,4520,6450,51400,0
3018,2022,7,2,19,0,0,6130,0,20860,11850,3550,9000,0,0,51390,1
3019,2022,7,1,20,0,0,0,8120,7900,9000,6450,4520,4520,10860,51370,4
3020,2022,4,1,17,0,9750,0,0,32800,5970,0,2850,0,0,51370,1
3021,2022,7,1,20,0,7900,0,8120,0,9000,10860,4520,4520,6450,51370,0
3022,2022,7,1,20,0,0,7900,8120,0,4520,10860,9000,4520,6450,51370,0
3023,2022,9,1,15,0,6130,6130,6340,0,4520,6450,4520,4520,6450,45060,0
3024,2022,8,1,17,0,7900,6130,8120,0,4520,10860,4520,2850,6450,51350,0
3025,2022,10,3,15,0,0,0,0,29300,8550,0,2850,0,10650,51350,1
3026,2022,8,1,17,0,7900,7900,6340,0,4520,10860,2850,4520,6450,51340,0
3027,2022,4,1,19,0,26900,13440,0,0,0,6450,4520,0,0,51310,3
3028,2022,7,1,20,0,0,7900,8120,0,4520,10860,4520,4520,10860,51300,0
3029,2022,5,1,15,0,0,0,6340,32800,2850,0,2850,0,6450,51290,1
3030,2022,6,1,18,0,13440,7900,8120,0,0,6450,0,4520,10860,51290,0
3031,2022,9,2,18,4500,0,0,0,15800,9040,0,0,9040,12900,51280,4
3032,2022,9,2,18,4500,0,0,0,15800,9040,6450,4520,4520,6450,51280,4
3033,2022,5,1,22,0,13440,13440,0,0,9000,10860,4520,0,0,51260,0
3034,2022,8,1,17,0,7900,6130,6340,0,4520,10860,4520,4520,6450,51240,0
3035,2022,8,1,17,0,6130,7900,0,0,4520,7920,5970,4520,6450,43410,0
3036,2022,4,1,23,0,0,0,0,32800,5970,0,4520,0,7920,51210,1
3037,2022,12,4,16,0,0,0,0,21460,13070,0,5700,4520,6450,51200,4
3038,2022,6,1,16,0,0,0,0,32800,2850,0,2850,2850,3550,44900,4
3039,2021,8,2,16,0,0,0,0,32680,5700,0,5700,0,7100,51180,1
3040,2022,7,1,20,0,7900,7900,0,0,9000,6450,4520,4520,10860,51150,0
3041,2022,7,1,20,0,7900,7900,0,0,9000,10860,4520,4520,6450,51150,0
3042,2022,7,1,20,0,7900,7900,0,0,9000,10860,4520,4520,6450,51150,0
3043,2022,7,1,20,0,7900,7900,0,0,9000,6450,4520,4520,10860,51150,0
3044,2022,7,1,20,0,7900,7900,0,0,9000,10860,4520,4520,6450,51150,0
3045,2022,8,1,17,0,7900,7900,0,10700,4520,10860,2850,2850,3550,51130,0
3046,2022,9,3,15,0,7900,0,8120,20320,10220,0,4520,0,0,51080,1
3047,2022,7,1,20,0,7900,7900,0,0,4520,10860,4520,4520,10860,51080,0
3048,2022,7,1,20,0,7900,7900,0,0,4520,10860,4520,4520,10860,51080,0
3049,2022,7,1,20,0,7900,7900,0,0,4520,10860,4520,4520,10860,51080,0
3050,2022,7,1,20,0,7900,7900,0,0,4520,10860,4520,4520,10860,51080,0
3051,2022,7,1,20,0,7900,7900,0,0,4520,10860,5970,5970,7920,51040,0
3052,2021,3,1,22,0,0,0,0,0,22000,0,0,4520,24500,51020,4
3053,2022,6,2,17,0,0,0,0,32680,4520,0,2850,4520,6450,51020,4
3054,2022,8,1,17,0,6130,7900,6340,0,5970,6450,2850,4520,10860,51020,0
3055,2022,7,1,17,0,9750,9750,8120,0,0,6450,4520,5970,6450,51010,0
3056,2022,7,1,17,0,0,0,8120,16340,4520,6450,4520,4520,6450,50920,4
3057,2022,7,1,17,0,0,0,8120,16340,4520,6450,4520,4520,6450,50920,4
3058,2022,10,3,20,0,0,0,0,0,10220,20860,7370,4520,7920,50890,4
3059,2022,6,2,19,0,0,0,6340,0,4520,24500,4520,4520,6450,50850,4
3060,2022,6,1,18,0,0,0,8120,16340,4520,10860,4520,0,6450,50810,4
3061,2022,8,2,16,0,0,0,0,24240,7370,0,0,2850,10000,44460,1
3062,2022,7,1,17,0,0,0,0,7900,4520,7920,4520,0,3550,28410,4
3063,2021,7,1,17,0,7900,0,0,16340,4520,6450,4520,4520,6450,50700,4
3064,2022,7,2,17,0,0,0,0,24240,4520,6450,4520,4520,6450,50700,4
3065,2022,7,1,17,0,0,7900,0,16340,4520,6450,4520,4520,6450,50700,4
3066,2021,7,1,17,0,0,7900,0,16340,4520,6450,4520,4520,6450,50700,4
3067,2021,7,1,17,0,7900,0,0,16340,4520,6450,4520,4520,6450,50700,4
3068,2021,7,1,17,0,0,7900,0,16340,4520,6450,4520,4520,6450,50700,4
3069,2021,7,1,17,0,0,7900,0,16340,4520,6450,4520,4520,6450,50700,4
3070,2022,7,1,17,0,9750,7900,8120,0,0,6450,4520,5970,7920,50630,0
3071,2021,5,1,19,0,13440,7900,13870,0,0,10860,4520,0,0,50590,3
3072,2022,8,3,19,0,0,0,0,16940,2850,21720,9040,0,0,50550,1
3073,2022,7,1,20,0,6130,6130,0,0,4520,7920,5970,9000,10860,50530,0
3074,2022,6,1,18,0,13440,7900,13870,0,0,7920,4520,2850,0,50500,0
3075,2022,6,1,18,0,13440,13440,8120,0,0,6450,4520,4520,0,50490,0
3076,2022,6,1,18,0,13440,13440,8120,0,0,6450,4520,4520,0,50490,0
3077,2021,7,1,16,0,7900,7900,0,16340,4520,0,2850,4520,6450,50480,0
3078,2022,5,1,27,0,0,0,0,0,4520,24500,9000,4520,7920,50460,4
3079,2021,4,3,17,0,33030,0,13870,0,0,3550,0,0,0,50450,2
3080,2022,5,1,22,0,0,0,0,0,4520,24500,9000,5970,6450,50440,4
3081,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3082,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3083,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3084,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3085,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3086,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3087,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3088,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3089,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3090,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3091,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3092,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3093,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3094,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3095,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3096,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3097,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3098,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3099,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3100,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3101,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3102,2020,8,1,16,0,7900,0,8120,7900,4520,6450,4520,4520,6450,50380,0
3103,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3104,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3105,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3106,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3107,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3108,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3109,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3110,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3111,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3112,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3113,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3114,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3115,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3116,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3117,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3118,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3119,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3120,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3121,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3122,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3123,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3124,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3125,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3126,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3127,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3128,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3129,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3130,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3131,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3132,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3133,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3134,2020,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3135,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3136,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3137,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3138,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3139,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3140,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3141,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3142,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3143,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3144,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3145,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3146,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3147,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3148,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3149,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3150,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3151,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3152,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3153,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3154,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3155,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3156,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3157,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3158,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3159,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3160,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3161,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3162,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3163,2020,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3164,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3165,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3166,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3167,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3168,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3169,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3170,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3171,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3172,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3173,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3174,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3175,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3176,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3177,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3178,2022,5,1,19,0,13440,13440,8120,0,0,10860,4520,0,0,50380,3
3179,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3180,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3181,2022,8,1,16,0,0,7900,8120,7900,4520,6450,4520,4520,6450,50380,0
3182,2022,8,1,16,0,7900,0,8120,7900,4520,6450,4520,4520,6450,50380,0
3183,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3184,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3185,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3186,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3187,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3188,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3189,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3190,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3191,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3192,2020,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3193,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3194,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3195,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3196,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3197,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3198,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3199,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3200,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3201,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3202,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3203,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3204,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3205,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3206,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3207,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3208,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3209,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3210,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3211,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3212,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3213,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3214,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3215,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3216,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3217,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3218,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3219,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3220,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3221,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3222,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3223,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3224,2021,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3225,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3226,2020,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3227,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3228,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3229,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3230,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3231,2022,8,1,16,0,7900,7900,8120,0,4520,6450,4520,4520,6450,50380,0
3232,2022,8,1,17,0,9750,9750,0,0,5970,6450,2850,2850,6450,44070,0
3233,2021,8,1,14,4500,6130,6130,6340,16340,4520,3550,2850,0,0,50360,0
3234,2022,9,2,16,0,7900,7900,8120,0,4520,3550,7370,4520,6450,50330,0
3235,2022,7,1,17,0,7900,7900,8120,0,0,6450,4520,4520,10860,50270,0
3236,2022,9,1,14,0,7900,6130,8120,7900,4520,6450,2850,2850,3550,50270,0
3237,2022,10,7,14,0,7900,7900,8120,0,0,20650,2850,2850,0,50270,0
3238,2022,7,1,17,0,7900,7900,8120,0,0,10860,4520,4520,6450,50270,0
3239,2022,6,1,22,0,0,13440,0,0,5970,10860,9000,4520,6450,50240,4
3240,2021,4,1,16,0,0,0,0,32800,4520,6450,0,0,6450,50220,1
3241,2022,4,1,16,0,0,0,0,32800,4520,6450,0,0,6450,50220,1
3242,2021,7,1,17,0,6130,0,0,16340,4520,7920,4520,2850,7920,50200,4
3243,2022,3,1,20,0,13440,0,27750,0,0,0,0,9000,0,50190,2
3244,2022,7,1,17,4500,0,0,6340,16340,2850,10860,2850,0,6450,50190,4
3245,2022,8,2,17,0,0,0,0,20860,7370,6450,4520,4520,6450,50170,4
3246,2022,8,1,16,0,7900,7900,0,7900,4520,6450,4520,4520,6450,50160,0
3247,2022,8,1,16,0,7900,7900,0,7900,4520,6450,4520,4520,6450,50160,0
3248,2021,8,1,16,0,7900,7900,0,7900,4520,6450,4520,4520,6450,50160,0
3249,2022,8,2,16,0,7900,7900,0,7900,4520,6450,4520,4520,6450,50160,0
3250,2022,8,1,16,0,7900,7900,0,7900,4520,6450,4520,4520,6450,50160,0
3251,2022,12,2,15,0,0,0,0,9040,5700,10000,5700,0,7100,37540,4
3252,2022,4,2,18,0,26900,0,13870,0,0,6450,2850,0,0,50070,3
3253,2022,7,3,18,0,7900,7900,6340,0,9000,3550,0,4520,10860,50070,0
3254,2022,8,1,16,0,7900,7900,6340,0,4520,7920,4520,4520,6450,50070,0
3255,2022,8,2,15,0,7900,6130,8120,7900,4520,0,4520,4520,6450,50060,0
3256,2022,6,2,16,0,0,0,0,32680,7370,6450,0,0,3550,50050,1
3257,2022,8,1,17,0,7900,7900,0,0,4520,7920,4520,4520,6450,43730,0
3258,2022,8,2,19,0,0,0,8120,0,9040,17310,9040,0,6450,49960,4
3259,2022,12,4,14,0,0,6130,0,21460,13070,0,2850,2850,3550,49910,4
3260,2022,5,1,17,0,0,0,0,32800,4520,0,4520,4520,3550,49910,4
3261,2022,5,1,17,4500,0,0,0,32800,4520,0,4520,0,3550,49890,1
3262,2021,12,4,14,0,0,0,0,24260,11400,0,0,0,14200,49860,1
3263,2022,11,2,15,0,6130,6130,0,0,7370,10000,7370,2850,10000,49850,0
3264,2022,12,2,12,0,12260,0,12680,0,5700,7100,5700,2850,3550,49840,0
3265,2022,7,2,18,0,7900,7900,8120,0,4520,10860,4520,5970,0,49790,0
3266,2022,2,2,20,0,0,0,27750,0,0,0,22000,0,0,49750,3
3267,2022,4,1,20,0,13440,13440,13870,0,0,0,0,9000,0,49750,2
3268,2022,4,1,17,0,0,0,0,32800,5970,0,4520,0,6450,49740,1
3269,2022,4,2,16,0,7900,0,0,32800,4520,0,4520,0,0,49740,1
3270,2022,7,1,16,0,13440,7900,8120,0,0,6450,4520,2850,6450,49730,0
3271,2021,5,2,21,0,0,0,0,20860,9000,0,9000,0,10860,49720,1
3272,2022,11,2,13,0,7900,7900,6340,9040,5700,3550,2850,2850,3550,49680,0
3273,2022,8,1,16,0,13440,7900,8120,0,4520,6450,2850,2850,3550,49680,0
3274,2022,8,3,14,0,0,0,8120,28760,2850,3550,2850,0,3550,49680,4
3275,2021,8,4,16,0,0,0,0,31600,18080,0,0,0,0,49680,1
3276,2022,8,1,16,0,7900,6130,8120,0,4520,10860,2850,2850,6450,49680,0
3277,2022,8,1,16,0,7900,7900,6340,0,2850,10860,4520,2850,6450,49670,0
3278,2022,3,1,18,0,0,0,0,32800,5970,0,0,0,10860,49630,1
3279,2022,10,3,17,0,0,0,0,15800,11890,0,7370,4520,10000,49580,4
3280,2020,8,1,16,0,7900,6130,6340,0,4520,10860,4520,2850,6450,49570,0
3281,2021,8,2,16,0,7900,6130,6340,0,4520,10860,4520,2850,6450,49570,0
3282,2022,5,1,24,0,0,0,8120,0,4520,24500,5970,0,6450,49560,4
3283,2021,9,1,13,0,6130,6130,6340,10700,4520,6450,2850,2850,3550,49520,0
3284,2021,6,1,17,0,13440,13440,8120,0,0,6450,0,4520,3550,49520,0
3285,2022,7,1,20,0,0,7900,0,0,4520,10860,4520,4520,10860,43180,4
3286,2022,5,1,16,0,0,0,0,32800,4520,0,2850,2850,6450,49470,4
3287,2022,8,1,16,0,6130,6130,6340,0,4520,10860,4520,4520,6450,49470,0
3288,2022,7,1,17,0,13440,7900,8120,0,4520,6450,4520,4520,0,49470,0
3289,2022,8,1,16,0,6130,6130,6340,0,4520,10860,4520,4520,6450,49470,0
